Captain's Reserve Imperial IPA,9,0,beer
Captin Lawrence Liquid Gold,6,0,beer
Captin Lawrence Pale Ale,5.6,0,beer
Captin Lawrence Smoked Porter,6.4,0,beer
Carling,4.1,0,beer
Carlsburg Light,4,12,beer
Carlton Gold,4,12,beer
Carnegie Stark-Porter,5.5,0,beer
Cartwright Pale Ale,4.3,0,beer
Cascade Apricot Ale,9,0,beer
Cascade Golden Ale,4.5,0,beer
Cascade IPA,5.3,0,beer
Cascade Kreik Ale,6.6,0,beer
Cascade Razberry Wheat,4.5,0,beer
Cascade Sang Royal,8.87,0,beer
Cascazilla,7,0,beer
Casey Jones Imperial IPA,7.25,0,beer
Castaway Barley Wine Winter Ale,11,0,beer
Castelain Blond Biere de Garde,5.6,0,beer
Castelain St.Amand French Country Ale,5.9,0,beer
Castillo Rum,40,0,mixedDrink
Catalina Common Lager,4,0,beer
Catfish Cream Ale,5,0,beer
Cattail Peak,4.7,0,beer
Caulfield's Rye,4.9,0,beer
CD-Pils,4.9,0,beer
Celebration Ale,6.8,0,beer
Celebrator,6.7,0,beer
Celestial Gold,4.1,0,beer
Celis Grand Cru,7.6,0,beer
Celis Pale Bock,3.9,0,beer
Celis Raspberry,3.9,0,beer
Celis White,3.9,0,beer
Celtic Copper Ale,5.2,0,beer
Celtic Knot Irish Red,4.8,0,beer
Celtic Rose,5,0,beer
Censored (aka The Kronic),5.9,0,beer
Centennial IPA,7.2,0,beer
Cerise,6.5,0,beer
Certified Organic Amber Ale,4.8,0,beer
Certified Organic India Pale Ale,7,0,beer
Certified Organic Porter,5.5,0,beer
Cerveza Diablo,7.5,0,beer
Cerveza Negra,6.5,0,beer
Cerveza Roja,6,0,beer
Cerveza Sol,4.5,0,beer
CH-47 Pale Ale,5,0,beer
Chambly Noire,6.2,0,beer
Chambord,17,0,mixedDrink
Chamborg,16,0,mixedDrink
Chaotic Chemistry,10.8,0,beer
Charles River Porter,6,0,beer
Charlie 1981,8.5,0,beer
Chartreuse,55,0,mixedDrink
Chateau Jiahu,9.5,0,beer
Chautauqua Brew,4.9,0,beer
Chazz Cat Rye,4.5,0,beer
Checker Cab Blonde Ale,5.2,0,beer
Cherry Heering,22,0,mixedDrink
Chicken Killer Barley Wine,10,0,beer
Chico Estate Harvest Ale,6.7,0,beer
Chicory Stout,5.2,0,beer
Chief Blackhawk Porter,5.6,0,beer
Chimay Grand Reserve(Chimay Blue),9,0,beer
Chimay Triple (Chimay White),8,0,beer
Chivas Regal,43,0,mixedDrink
Chocolat,8,0,beer
Chocolate Stout,6,0,beer
Choklat,11,0,beer
Chouffe-Bok,6.6,0,beer
Christian Bros,40,1.5,shot
Christmas Ale,8.5,0,beer
Christmas Ale,8.1,0,beer
Christmas Ale,7.5,0,beer
Christmas Ale,5.5,0,beer
Christmas Bock,6,0,beer
Christoffel Blond,6,0,beer
Chubby Brown,8,0,beer
Church Brew Oktoberfest,5.2,0,beer
Cinder Cone Red,5.4,0,beer
Cinq Cents (White),8,0,beer
Circus Boy,5.2,0,beer
Classic Pale Ale,5.5,0,beer
Classic Pilsener,5,0,beer
Cliffhanger Light Ale,3.22,0,beer
Climax Barleywine-Style Ale,10,0,beer
Climax California Classic,5,0,beer
Climax Doppel Bock,8,0,beer
